DistrictName,MandalName,PanchayatId,PanchayatName,DateofRegister,Gender,year,month
Kumuram Bheem Asifabad ,Wankidi,195774,Wankidi Kalan,06-11-2023,1,2023,November
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,06-11-2023,2,2023,November
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,06-11-2023,1,2023,November
Medak,Papannapet,206710,Papannapet,06-11-2023,1,2023,November
Adilabad ,Utnoor,195751,Utnur,06-11-2023,2,2023,November
Narayanpet,Dhanwada,205055,Dhanwada,06-11-2023,1,2023,November
Narayanpet,Dhanwada,205055,Dhanwada,06-11-2023,2,2023,November
Adilabad ,Utnoor,195751,Utnur,06-11-2023,1,2023,November
Mahabubnagar,Balanagar,204883,Balanagar,06-11-2023,2,2023,November
Adilabad ,Utnoor,195751,Utnur,06-11-2023,1,2023,November
Narayanpet,Dhanwada,205055,Dhanwada,06-11-2023,2,2023,November
Adilabad ,Utnoor,195751,Utnur,06-11-2023,2,2023,November
Adilabad ,Ichoda,195151,Ichoda,06-11-2023,1,2023,November
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,06-11-2023,1,2023,November
Medak,Papannapet,206710,Papannapet,06-11-2023,2,2023,November
Adilabad ,Utnoor,195751,Utnur,06-11-2023,2,2023,November
Nizamabad,Navipet,209685,Navipet,06-11-2023,1,2023,November
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,06-11-2023,2,2023,November
Nizamabad,Navipet,209685,Navipet,06-11-2023,1,2023,November
Mahabubnagar,Midjil,280242,Edulabaithanda,06-11-2023,1,2023,November
Mahabubnagar,Koilkonda,281966,Hanmangadda Tanda Mangali Tanda,06-11-2023,1,2023,November
Rangareddy,Kondurg,205422,Kondurg,06-11-2023,1,2023,November
Rangareddy,Kondurg,205422,Kondurg,06-11-2023,1,2023,November
Nizamabad,Navipet,209685,Navipet,06-11-2023,1,2023,November
Sangareddy ,Sirgapoor,206384,Wasar,06-11-2023,1,2023,November
Mahabubnagar,Midjil,280242,Edulabaithanda,06-11-2023,2,2023,November
Bhadradri Kothagudem ,Manuguru,279758,Kunavaram,06-11-2023,1,2023,November
Mulugu,Tadvai,214184,Tadvai,06-11-2023,2,2023,November
Nizamabad,Rudrur,209514,Raikur,06-11-2023,1,2023,November
Nizamabad,Renjal,209759,Kalyapur,06-11-2023,2,2023,November
Nizamabad,Navipet,209685,Navipet,06-11-2023,1,2023,November
Nizamabad,Navipet,209685,Navipet,06-11-2023,1,2023,November
Sangareddy ,Manoor,206491,Manoor,06-12-2023,1,2023,December
Rangareddy,Shamshabad,210485,Peddashapur,06-12-2023,2,2023,December
Yadadri Bhuvanagiri,Valigonda,208196,Nagaram,06-12-2023,1,2023,December
Adilabad ,Narnoor,195547,Narnoor,06-12-2023,2,2023,December
Narayanpet,Maganoor,205573,Maganoor,06-12-2023,1,2023,December
Rangareddy,Moinabad,210259,Moinabad,06-12-2023,1,2023,December
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,07-01-2023,1,2023,January
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,07-01-2023,1,2023,January
Nagarkurnool,Bijinapalle,204954,Palem,07-01-2023,1,2023,January
Medak,Tekmal,206977,Tekmal,07-01-2023,1,2023,January
Nirmal,Narsapur G,195127,Narsapur(G),07-01-2023,2,2023,January
Sangareddy ,Raikode,206777,Raikode,07-01-2023,2,2023,January
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,07-01-2023,2,2023,January
Medak,Chegunta,206126,Chetla Thimmaipalli,07-01-2023,2,2023,January
Sangareddy ,Raikode,206777,Raikode,07-01-2023,1,2023,January
Nizamabad,Nandipet,209642,Annaram,07-01-2023,1,2023,January
Nizamabad,Varni,209851,Shankora,07-01-2023,1,2023,January
Medchal Malkajigiri,Ghatkesar,210048,Korremul,07-01-2023,2,2023,January
Kamareddy ,Nizamsagar,209733,Maghi,07-01-2023,1,2023,January
Kamareddy ,Nizamsagar,209733,Maghi,07-01-2023,2,2023,January
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-01-2023,1,2023,January
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-01-2023,1,2023,January
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-01-2023,2,2023,January
Yadadri Bhuvanagiri,Valigonda,208210,Valigonda,07-01-2023,1,2023,January
Siddipet,Siddipet Urban,206954,Mittapalle,07-01-2023,1,2023,January
Yadadri Bhuvanagiri,Rajapet,208045,Rajapet,07-01-2023,2,2023,January
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,07-01-2023,2,2023,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,2,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,2,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,2,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Ichoda,195151,Ichoda,07-01-2024,2,2024,January
Sangareddy ,Kalher,206352,Kalher,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,2,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Ichoda,195151,Ichoda,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Ichoda,195151,Ichoda,07-01-2024,2,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Ichoda,195151,Ichoda,07-01-2024,2,2024,January
Kumuram Bheem Asifabad ,Tiryani,281934,Markaguda,07-01-2024,2,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,2,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Adilabad ,Gadiguda,281343,Savri,07-01-2024,1,2024,January
Sangareddy ,Kangti,206375,Kangti,07-02-2023,2,2023,February
Medak,Yeldurthy,207057,Yeldurthy,07-02-2023,2,2023,February
Khammam ,Khammam (Rural),202414,M.Venkatayapalem,07-02-2023,1,2023,February
Sangareddy ,Kalher,206352,Kalher,07-02-2023,2,2023,February
Jogulamba Gadwal ,Maldakal,205638,Maldakal,07-02-2023,2,2023,February
Kamareddy ,Nizamsagar,209739,Singitham,07-02-2023,2,2023,February
Bhadradri Kothagudem ,Mulakalapally,279768,Madaram,07-02-2023,2,2023,February
Kamareddy ,Nizamsagar,209739,Singitham,07-02-2023,2,2023,February
Hanumakonda,Dharmasagar,213415,Dharmasagar,07-02-2023,2,2023,February
Hanumakonda,Dharmasagar,213415,Dharmasagar,07-02-2023,2,2023,February
Hanumakonda,Dharmasagar,213415,Dharmasagar,07-02-2023,1,2023,February
Kamareddy ,Pitlam,209753,Pitlam,07-02-2023,1,2023,February
Hanumakonda,Dharmasagar,213415,Dharmasagar,07-02-2023,2,2023,February
Medak,Papannapet,206710,Papannapet,07-02-2023,1,2023,February
Medak,Papannapet,206710,Papannapet,07-02-2023,2,2023,February
Hanumakonda,Dharmasagar,213415,Dharmasagar,07-02-2023,1,2023,February
Sangareddy ,Kalher,278784,Pomya Naik Thanda,07-02-2023,1,2023,February
Hanumakonda,Dharmasagar,213415,Dharmasagar,07-02-2023,1,2023,February
Hanumakonda,Dharmasagar,213415,Dharmasagar,07-02-2023,1,2023,February
Hanumakonda,Dharmasagar,213415,Dharmasagar,07-02-2023,1,2023,February
Nizamabad,Rudrur,278949,Suleman Nagar,07-02-2023,1,2023,February
Jogulamba Gadwal ,Dharur,205075,Dharur,07-02-2023,2,2023,February
Yadadri Bhuvanagiri,Valigonda,208210,Valigonda,07-02-2023,1,2023,February
Karimnagar ,Karimnagar (Rural),201415,Nagunur,07-02-2023,1,2023,February
Nizamabad,Renjal,209764,Satapur,07-02-2023,1,2023,February
Nagarkurnool,Telkapalle,205927,Telkapally,07-02-2023,1,2023,February
Nizamabad,Renjal,209759,Kalyapur,07-02-2023,2,2023,February
Rangareddy,Kondurg,205422,Kondurg,07-02-2023,2,2023,February
Jogulamba Gadwal ,Maldakal,205638,Maldakal,07-02-2023,2,2023,February
Hanumakonda,Dharmasagar,213415,Dharmasagar,07-02-2023,2,2023,February
Kamareddy ,Nizamsagar,209739,Singitham,07-02-2023,2,2023,February
Wanaparthy,Revally,205214,Cheerkapally,07-03-2023,2,2023,March
Adilabad ,Narnoor,195547,Narnoor,07-03-2023,1,2023,March
Suryapet,Chilkur,207303,Janakinagar,07-03-2023,2,2023,March
Nizamabad,Varni,209843,Jakora,07-03-2023,2,2023,March
Rajanna Sircilla,Mustabad,201702,Musthabad,07-04-2023,2,2023,April
Rajanna Sircilla,Mustabad,201702,Musthabad,07-04-2023,2,2023,April
Jogulamba Gadwal ,Maldakal,205638,Maldakal,07-04-2023,2,2023,April
Jogulamba Gadwal ,Maldakal,205638,Maldakal,07-04-2023,1,2023,April
Kamareddy ,Madnur,209574,Madnur,07-04-2023,1,2023,April
Rajanna Sircilla,Mustabad,201702,Musthabad,07-04-2023,1,2023,April
Kamareddy ,Kamareddy,209475,Kyasampally,07-05-2023,1,2023,May
Nizamabad,Sirkonda,209803,Pandimadugu,07-05-2023,1,2023,May
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-06-2023,2,2023,June
Jogulamba Gadwal ,Maldakal,205638,Maldakal,07-06-2023,1,2023,June
Medak,Papannapet,206710,Papannapet,07-06-2023,1,2023,June
Rangareddy,Maheshwaram,210179,Maheshwaram,07-06-2023,2,2023,June
Sangareddy ,Manoor,206491,Manoor,07-06-2023,1,2023,June
Khammam ,Kallur,202366,Kalluru,07-06-2023,2,2023,June
Bhadradri Kothagudem ,Pinapaka,202677,Pinapaka,07-06-2023,2,2023,June
Nizamabad,Yergatla,209613,Gurmmirial,07-06-2023,2,2023,June
Kumuram Bheem Asifabad ,Kerameri,195319,Kerameri,07-06-2023,1,2023,June
Wanaparthy,Revally,279287,Patha Thanda,07-06-2023,1,2023,June
Nirmal,Basar,195509,Basar,07-06-2023,1,2023,June
Khammam ,Madhira,202555,Dendukuru,07-06-2023,2,2023,June
Rajanna Sircilla,Mustabad,201702,Musthabad,07-06-2023,1,2023,June
Nizamabad,Indalwai,209370,Sirnapally,07-06-2023,1,2023,June
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-06-2023,1,2023,June
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-06-2023,2,2023,June
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-06-2023,2,2023,June
Khammam ,Thallada,202752,Thallada,07-07-2023,1,2023,July
Khammam ,Thallada,202752,Thallada,07-07-2023,1,2023,July
Medak,Tekmal,206977,Tekmal,07-07-2023,2,2023,July
Wanaparthy,Pebbair,205821,Kanchiraopally,07-07-2023,1,2023,July
Adilabad ,Utnoor,195751,Utnur,07-07-2023,2,2023,July
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-07-2023,1,2023,July
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-07-2023,2,2023,July
Sangareddy ,Kalher,278751,Alikhanpally,07-07-2023,1,2023,July
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-07-2023,2,2023,July
Khammam ,Thallada,202752,Thallada,07-07-2023,1,2023,July
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-07-2023,2,2023,July
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-07-2023,2,2023,July
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-07-2023,1,2023,July
Adilabad ,Ichoda,195151,Ichoda,07-07-2023,1,2023,July
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-07-2023,2,2023,July
Rajanna Sircilla,Mustabad,201702,Musthabad,07-07-2023,1,2023,July
Adilabad ,Utnoor,195751,Utnur,07-07-2023,2,2023,July
Kumuram Bheem Asifabad ,Rebbena,195613,Rebbana,07-07-2023,1,2023,July
Medak,Yeldurthy,207057,Yeldurthy,07-07-2023,1,2023,July
Bhadradri Kothagudem ,Pinapaka,202677,Pinapaka,07-07-2023,2,2023,July
Bhadradri Kothagudem ,Pinapaka,202677,Pinapaka,07-07-2023,1,2023,July
Sangareddy ,Manoor,206491,Manoor,07-07-2023,2,2023,July
Bhadradri Kothagudem ,Pinapaka,202677,Pinapaka,07-07-2023,2,2023,July
Sangareddy ,Munipally,206594,Munpalle,07-07-2023,1,2023,July
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,07-07-2023,2,2023,July
Wanaparthy,Pebbair,205817,Gummadam,07-07-2023,2,2023,July
Jogulamba Gadwal ,Maldakal,205638,Maldakal,07-08-2023,1,2023,August
Jogulamba Gadwal ,Maldakal,205638,Maldakal,07-08-2023,1,2023,August
Mancherial,Jaipur,195228,Jaipur,07-08-2023,2,2023,August
Kumuram Bheem Asifabad ,Wankidi,195774,Wankidi Kalan,07-08-2023,2,2023,August
Khammam ,Khammam (Rural),202419,Peddathanda,07-08-2023,1,2023,August
Mahabubnagar,Balanagar,204909,Thirumalagiri,07-08-2023,2,2023,August
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,07-08-2023,2,2023,August
Adilabad ,Utnoor,195751,Utnur,07-08-2023,2,2023,August
Adilabad ,Utnoor,195751,Utnur,07-08-2023,2,2023,August
Kumuram Bheem Asifabad ,Asifabad,281809,Padibanda,07-08-2023,2,2023,August
Nizamabad,Varni,279908,Chinthalpet Thanda,07-09-2023,2,2023,September
Jogulamba Gadwal ,Maldakal,205638,Maldakal,07-10-2023,2,2023,October
Jogulamba Gadwal ,Maldakal,205638,Maldakal,07-10-2023,2,2023,October
Nizamabad,Varni,279909,Kokaldas Thanda,07-10-2023,1,2023,October
Siddipet,Nanganoor,206612,Nanganur,07-10-2023,2,2023,October
Siddipet,Nanganoor,206612,Nanganur,07-10-2023,2,2023,October
Kumuram Bheem Asifabad ,Rebbena,195613,Rebbana,07-11-2023,1,2023,November
Kumuram Bheem Asifabad ,Rebbena,195613,Rebbana,07-11-2023,2,2023,November
Mahabubnagar,Addakal,204767,Addakal,07-11-2023,2,2023,November
Kamareddy ,Pitlam,209753,Pitlam,07-11-2023,1,2023,November
Medchal Malkajigiri,Shamirpet,210464,Shameerpet,07-11-2023,1,2023,November
Adilabad ,Ichoda,195151,Ichoda,07-11-2023,1,2023,November
Bhadradri Kothagudem ,Aswaraopeta,202136,Aswaraopeta,07-11-2023,2,2023,November
Bhadradri Kothagudem ,Aswaraopeta,202136,Aswaraopeta,07-11-2023,1,2023,November
Kumuram Bheem Asifabad ,Rebbena,195613,Rebbana,07-11-2023,2,2023,November
Mahabubnagar,Balanagar,204883,Balanagar,07-11-2023,2,2023,November
Bhadradri Kothagudem ,Aswaraopeta,202136,Aswaraopeta,07-11-2023,1,2023,November
Mahabubnagar,Midjil,280242,Edulabaithanda,07-11-2023,2,2023,November
Mulugu,Tadvai,214184,Tadvai,07-11-2023,1,2023,November
Sangareddy ,Raikode,206777,Raikode,07-11-2023,2,2023,November
Medak,Yeldurthy,207056,Uppulingapur,07-11-2023,1,2023,November
Rangareddy,Shabad,210441,Shabad,07-11-2023,2,2023,November
Mahabubnagar,Midjil,280242,Edulabaithanda,07-11-2023,2,2023,November
Mahabubnagar,Midjil,280242,Edulabaithanda,07-11-2023,2,2023,November
Mahabubnagar,Midjil,280242,Edulabaithanda,07-11-2023,1,2023,November
Yadadri Bhuvanagiri,Valigonda,208182,Arrur,07-11-2023,1,2023,November
Medak,Yeldurthy,207054,Ramanthapur,07-12-2023,1,2023,December
Mahabubnagar,Balanagar,204883,Balanagar,07-12-2023,1,2023,December
Sangareddy ,Manoor,206491,Manoor,07-12-2023,1,2023,December
Hanumakonda,Dharmasagar,213415,Dharmasagar,07-12-2023,2,2023,December
Mancherial,Vemanpally,195763,Vemanpalle,07-12-2023,2,2023,December
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,07-12-2023,2,2023,December
Kumuram Bheem Asifabad ,Bejjur,194959,Bejjur,07-12-2023,1,2023,December
Mulugu,Govindaraopet,213560,Govindaraopeta,07-12-2023,2,2023,December
Mahabubnagar,Balanagar,204883,Balanagar,07-12-2023,1,2023,December
Adilabad ,Gadiguda,195535,Gadiguda,07-12-2023,1,2023,December
Mulugu,Govindaraopet,213560,Govindaraopeta,07-12-2023,2,2023,December
Medak,Yeldurthy,207057,Yeldurthy,07-12-2023,1,2023,December
Yadadri Bhuvanagiri,Valigonda,208210,Valigonda,07-12-2023,2,2023,December
Adilabad ,Utnoor,195751,Utnur,07-12-2023,2,2023,December
Mulugu,Govindaraopet,213560,Govindaraopeta,07-12-2023,1,2023,December
Adilabad ,Utnoor,195751,Utnur,07-12-2023,2,2023,December
Adilabad ,Utnoor,195751,Utnur,07-12-2023,1,2023,December
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,07-12-2023,2,2023,December
Nizamabad,Sirkonda,209803,Pandimadugu,08-01-2023,2,2023,January
Nagarkurnool,Uppununthala,205958,Pertiwanipally,08-01-2023,1,2023,January
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,08-01-2023,1,2023,January
Bhadradri Kothagudem ,Laxmidevipalli,280593,Prashantnagar,08-01-2023,1,2023,January
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,08-01-2023,1,2023,January
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,08-01-2023,2,2023,January
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,08-01-2023,2,2023,January
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,08-01-2023,2,2023,January
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,08-01-2023,2,2023,January
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,08-01-2023,2,2023,January
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,08-01-2023,2,2023,January
Bhadradri Kothagudem ,Laxmidevipalli,280593,Prashantnagar,08-01-2023,2,2023,January
Bhadradri Kothagudem ,Laxmidevipalli,280593,Prashantnagar,08-01-2023,2,2023,January
Bhadradri Kothagudem ,Laxmidevipalli,280593,Prashantnagar,08-01-2023,1,2023,January
Nizamabad,Rudrur,278949,Suleman Nagar,08-01-2024,1,2024,January
Adilabad ,Gadiguda,195535,Gadiguda,08-01-2024,2,2024,January
Kumuram Bheem Asifabad ,Tiryani,281935,Mesramguda,08-01-2024,2,2024,January
Kumuram Bheem Asifabad ,Tiryani,195724,Devaiguda,08-01-2024,1,2024,January
Adilabad ,Gadiguda,195535,Gadiguda,08-01-2024,1,2024,January
Sangareddy ,Kalher,206352,Kalher,08-01-2024,2,2024,January
Kumuram Bheem Asifabad ,Tiryani,195724,Devaiguda,08-01-2024,1,2024,January
Adilabad ,Gadiguda,195535,Gadiguda,08-01-2024,2,2024,January
Adilabad ,Gadiguda,195535,Gadiguda,08-01-2024,1,2024,January
Adilabad ,Gadiguda,195535,Gadiguda,08-01-2024,2,2024,January
Kumuram Bheem Asifabad ,Tiryani,281938,Chintapally,08-01-2024,2,2024,January
Kumuram Bheem Asifabad ,Tiryani,195724,Devaiguda,08-01-2024,2,2024,January
Kumuram Bheem Asifabad ,Tiryani,195724,Devaiguda,08-01-2024,2,2024,January
Yadadri Bhuvanagiri,Ramannapeta,208062,Ramannapet,08-02-2023,1,2023,February
Yadadri Bhuvanagiri,Ramannapeta,208062,Ramannapet,08-02-2023,2,2023,February
Yadadri Bhuvanagiri,Ramannapeta,208062,Ramannapet,08-02-2023,1,2023,February
Rangareddy,Maheshwaram,210179,Maheshwaram,08-02-2023,1,2023,February
Nizamabad,Mendora,209217,Mendora,08-02-2023,1,2023,February
Wanaparthy,Ghanpur,205174,Kamaluddinpur,08-02-2023,2,2023,February
Medak,Chegunta,206125,Chegunta,08-02-2023,2,2023,February
Nagarkurnool,Veldanda,206043,Veldanda,08-02-2023,1,2023,February
Sangareddy ,Kalher,206352,Kalher,08-02-2023,1,2023,February
Rangareddy,Kondurg,205422,Kondurg,08-02-2023,1,2023,February
Kumuram Bheem Asifabad ,Rebbena,195613,Rebbana,08-02-2023,1,2023,February
Sangareddy ,Patancheru,206722,Inole,08-02-2023,2,2023,February
Wanaparthy,Ghanpur,205172,Ghanpur,08-02-2023,2,2023,February
Rangareddy,Kondurg,205422,Kondurg,08-02-2023,1,2023,February
Nagarkurnool,Veldanda,206039,Pothepalle,08-02-2023,1,2023,February
Nagarkurnool,Veldanda,206039,Pothepalle,08-02-2023,1,2023,February
Rangareddy,Kondurg,205422,Kondurg,08-02-2023,1,2023,February
Nagarkurnool,Veldanda,206043,Veldanda,08-02-2023,2,2023,February
Jogulamba Gadwal ,Maldakal,205638,Maldakal,08-02-2023,2,2023,February
Nagarkurnool,Nagarkurnool,205716,Peddamuddunoor,08-02-2023,2,2023,February
Nagarkurnool,Nagarkurnool,205716,Peddamuddunoor,08-02-2023,1,2023,February
Kamareddy ,Nizamsagar,209735,Maqdumpur,08-02-2023,2,2023,February
Adilabad ,Ichoda,195151,Ichoda,08-02-2023,2,2023,February
Sangareddy ,Kangti,206375,Kangti,08-02-2023,1,2023,February
Sangareddy ,Kangti,206375,Kangti,08-02-2023,2,2023,February
Sangareddy ,Kangti,206375,Kangti,08-02-2023,1,2023,February
Khammam ,Kallur,202366,Kalluru,08-02-2023,1,2023,February
Yadadri Bhuvanagiri,Valigonda,208182,Arrur,08-02-2023,2,2023,February
Sangareddy ,Kangti,206375,Kangti,08-02-2023,2,2023,February
Sangareddy ,Kangti,206375,Kangti,08-02-2023,1,2023,February
Sangareddy ,Kangti,206375,Kangti,08-02-2023,2,2023,February
Sangareddy ,Kangti,206375,Kangti,08-02-2023,1,2023,February
Khammam ,Madhira,202555,Dendukuru,08-02-2023,1,2023,February
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,08-02-2023,1,2023,February
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,08-02-2023,1,2023,February
Khammam ,Konijerla,202456,Gopathi,08-02-2023,2,2023,February
Karimnagar ,Karimnagar (Rural),201415,Nagunur,08-02-2023,1,2023,February
Sangareddy ,Kangti,206375,Kangti,08-02-2023,2,2023,February
Sangareddy ,Kangti,206375,Kangti,08-02-2023,1,2023,February
Sangareddy ,Kangti,206375,Kangti,08-02-2023,1,2023,February
Khammam ,Kallur,202366,Kalluru,08-02-2023,2,2023,February
Medak,Yeldurthy,207056,Uppulingapur,08-02-2023,2,2023,February
Medak,Yeldurthy,207056,Uppulingapur,08-02-2023,2,2023,February
Nagarkurnool,Peddakothapalle,205850,Peddakothapally,08-03-2023,1,2023,March
Bhadradri Kothagudem ,Karakagudem,202674,Karakagudem,08-03-2023,1,2023,March
Bhadradri Kothagudem ,Karakagudem,202674,Karakagudem,08-03-2023,1,2023,March
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,08-03-2023,1,2023,March
Nizamabad,Rudrur,278949,Suleman Nagar,08-03-2023,2,2023,March
Yadadri Bhuvanagiri,Rajapet,208045,Rajapet,08-03-2023,1,2023,March
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,08-03-2023,2,2023,March
Siddipet,Koheda,201480,Koheda,08-03-2023,2,2023,March
Yadadri Bhuvanagiri,Motakonduru,207091,Ammanabole,08-03-2023,1,2023,March
Adilabad ,Narnoor,195547,Narnoor,08-03-2023,2,2023,March
Nizamabad,Indalwai,209370,Sirnapally,08-03-2023,2,2023,March
Bhadradri Kothagudem ,Manuguru,202580,Samithsingaram,08-03-2023,2,2023,March
Jogulamba Gadwal ,Maldakal,205638,Maldakal,08-04-2023,1,2023,April
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,08-04-2023,2,2023,April
Jogulamba Gadwal ,Maldakal,205638,Maldakal,08-04-2023,2,2023,April
Rajanna Sircilla,Mustabad,201702,Musthabad,08-04-2023,1,2023,April
Medak,Papannapet,206710,Papannapet,08-05-2023,2,2023,May
Khammam ,Madhira,202555,Dendukuru,08-05-2023,2,2023,May
Yadadri Bhuvanagiri,Valigonda,208210,Valigonda,08-05-2023,1,2023,May
Kamareddy ,Banswada,277923,Pulikucha Thanda,08-06-2023,1,2023,June
Yadadri Bhuvanagiri,Valigonda,208210,Valigonda,08-06-2023,2,2023,June
Nirmal,Narsapur G,195127,Narsapur(G),08-06-2023,1,2023,June
Rajanna Sircilla,Mustabad,201702,Musthabad,08-06-2023,1,2023,June
Mulugu,Venkatapuram,202829,Venkatapuram,08-06-2023,2,2023,June
Nirmal,Narsapur G,195127,Narsapur(G),08-06-2023,1,2023,June
Nizamabad,Varni,209844,Jalalpur,08-06-2023,2,2023,June
Adilabad ,Narnoor,195547,Narnoor,08-06-2023,2,2023,June
Adilabad ,Boath,195047,Boath (B),08-06-2023,1,2023,June
Mahabubnagar,Koilkonda,280660,Nallavelly,08-06-2023,2,2023,June
Khammam ,Kallur,202366,Kalluru,08-07-2023,2,2023,July
Wanaparthy,Pebbair,205834,Thomalapally,08-07-2023,1,2023,July
Khammam ,Madhira,202555,Dendukuru,08-07-2023,1,2023,July
Jogulamba Gadwal ,Maldakal,205638,Maldakal,08-07-2023,1,2023,July
Jogulamba Gadwal ,Maldakal,205638,Maldakal,08-07-2023,2,2023,July
Sangareddy ,Raikode,206777,Raikode,08-07-2023,1,2023,July
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,08-07-2023,2,2023,July
Wanaparthy,Pebbair,205834,Thomalapally,08-07-2023,1,2023,July
Nizamabad,Rudrur,278949,Suleman Nagar,08-07-2023,2,2023,July
Sangareddy ,Kalher,278746,Khanapur (K),08-07-2023,1,2023,July
Kamareddy ,Nasurullabad,209319,Nasrullabad,08-07-2023,1,2023,July
Kamareddy ,Nasurullabad,209319,Nasrullabad,08-07-2023,1,2023,July
Sangareddy ,Manoor,206491,Manoor,08-08-2023,1,2023,August
Wanaparthy,Ghanpur,205174,Kamaluddinpur,08-08-2023,2,2023,August
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,08-08-2023,1,2023,August
Suryapet,Munagala,207753,Bharakatgudem,08-08-2023,1,2023,August
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,08-08-2023,1,2023,August
Nizamabad,Sirkonda,209795,Hussain Nagar,08-08-2023,2,2023,August
Sangareddy ,Kalher,206354,Mardi,08-08-2023,1,2023,August
Suryapet,Munagala,207753,Bharakatgudem,08-08-2023,2,2023,August
Adilabad ,Utnoor,195751,Utnur,08-08-2023,2,2023,August
Kumuram Bheem Asifabad ,Asifabad,194934,Asifabad,08-08-2023,1,2023,August
Yadadri Bhuvanagiri,Rajapet,208045,Rajapet,08-08-2023,1,2023,August
Rajanna Sircilla,Mustabad,201702,Musthabad,08-08-2023,1,2023,August
Mulugu,Tadvai,214184,Tadvai,08-08-2023,1,2023,August
Siddipet,Dubbak,206232,Thimmapur,08-08-2023,2,2023,August
Khammam ,Thallada,202752,Thallada,08-08-2023,1,2023,August
